Dep,Arr,Hour,Date,FlightCount
29VA,3VA1,16,12/9/18,1
29VA,VG05,16,6/12/18,1
2AZ3,AZ01,1,7/14/18,1
2AZ7,16AZ,21,6/4/18,1
2AZ7,AZ00,20,7/22/18,1
2AZ7,KCRQ,22,6/11/18,1
2AZ7,KDVT,18,6/12/18,2
2AZ7,KOZA,20,6/11/18,1
2CA4,KCRQ,18,6/12/18,2
2CA4,KHMT,16,12/9/18,1
2CL2,KO41,16,10/17/18,1
2CL9,CN29,15,10/18/18,1
2CN3,46CN,17,6/2/18,1
2CN8,KCMA,15,6/18/18,1
2CN8,KEMT,14,6/18/18,1
2CN8,KFUL,17,7/8/18,2
2CN8,KHMT,15,10/17/18,1
2CN8,KLGB,23,11/15/18,2
2CN8,KRAL,15,6/27/18,1
2CN8,KRIR,20,12/24/18,1
2CN8,KRIV,15,9/11/18,1
2CN8,KSBP,21,12/9/18,1
2CN8,KSNA,16,8/12/18,1
2CN8,KWHP,18,7/8/18,2
2CO1,7CO6,16,9/17/18,1
2CO2,KVGT,13,12/9/18,1
2CO3,KBJC,15,8/12/18,3
2FA2,FA08,17,10/5/18,1
2FA2,KPMP,1,10/5/18,1
2FA4,KMIA,19,9/7/18,1
2FA6,FA08,17,8/12/18,1
2FD1,KISM,21,10/5/18,1
2FD6,7FL6,18,10/17/18,1
2FL0,AL89,17,10/7/18,1
2FL0,K16J,21,10/17/18,1
2FL0,KEUF,23,9/6/18,1
2FL0,KMGE,18,7/8/18,1
2FL0,KTLH,21,10/2/18,1
2II0,9II2,9,7/25/18,1
2II0,K5I4,13,8/12/18,1
2II0,WI07,13,7/25/18,1
2II6,4IN4,19,6/18/18,1
2II6,KGGP,21,12/26/18,1
2IL2,KVPZ,23,11/13/18,1
2IL4,KENL,20,10/17/18,1
2IN3,II10,15,12/26/18,1
2IN9,96IS,20,8/1/18,1
2IS9,7IL3,14,12/9/18,1
2KS1,KAFK,22,9/11/18,1
2KS9,11MU,15,9/19/18,1
2KS9,KFOE,22,7/7/18,1
2LL4,KOJC,13,12/11/18,1
2MD1,KPNE,15,10/18/18,1
2MD5,6NC8,16,11/14/18,1
2MI0,KOZW,19,6/11/18,1
2MI4,CPC6,18,9/7/18,1
2MI5,2MI9,12,7/6/18,1
2MI5,5MI1,14,11/10/18,1
2MI5,KMGG,21,7/7/18,1
2MI5,KMKG,18,8/12/18,1
2MI5,MA72,13,9/7/18,1
2MI5,MI67,18,8/13/18,1
2MI8,37MI,19,7/8/18,1
2MI8,KVLL,17,9/7/18,1
2MN9,MN87,16,8/12/18,1
2MO9,68KS,12,7/8/18,1
2MO9,7KS6,11,8/12/18,1
2MO9,KMKC,13,8/12/18,1
2MO9,SN88,13,8/12/18,1
2NJ1,6PA0,17,12/9/18,1
2NJ1,9PA3,18,9/19/18,1
2NJ1,KMPO,15,12/9/18,1
2NJ1,NJ95,20,12/9/18,1
2NJ3,KACK,15,6/9/18,1
2NJ3,KTTN,23,7/10/18,1
2NJ5,70NJ,20,12/9/18,1
2NJ5,PA65,14,10/5/18,1
2NY4,8NK4,15,10/5/18,1
2OA5,K4I9,14,6/18/18,1
2OK4,K3F7,15,10/18/18,1
2OK4,OK13,0,7/8/18,1
2OK9,6XS9,17,12/9/18,1
2OL2,51OK,16,7/25/18,1
2OL2,KMEZ,13,6/4/18,1
2OL2,SN59,15,6/27/18,1
2OR3,K77S,21,10/18/18,1
2OR3,OG36,23,6/30/18,1
2OR4,21OG,22,7/10/18,1
2OR4,KBLI,21,8/1/18,1
2PA0,PS12,13,6/9/18,1
2PA1,KHPN,21,7/8/18,1
2PA3,KOQN,11,8/12/18,1
2PA3,KPNE,18,7/8/18,1
2PA6,PA92,23,6/11/18,1
2PA6,PN50,19,8/1/18,1
2PN3,KJYO,16,8/12/18,1
2PN5,3PN9,17,12/9/18,1
2PN5,7NC6,19,12/11/18,1
2PN5,84NC,12,9/7/18,1
2PN5,KBUY,11,12/11/18,1
2PN5,PA88,18,12/9/18,1
2PS3,3PN9,12,10/2/18,1
2PS3,PN73,11,6/9/18,1
2SC8,KCAE,13,11/14/18,1
2SC8,KDCM,23,6/22/18,1
2TA3,6XS4,0,6/12/18,1
2TE2,0TS2,12,8/1/18,1
2TE2,K52F,18,12/24/18,1
2TE5,KEDC,19,12/11/18,1
2TN4,KCOS,10,10/5/18,1
2TN4,KEZM,12,10/5/18,1
2TS0,6XS8,18,8/12/18,1
2TS0,KADS,15,10/17/18,1
2TS3,04TX,20,10/5/18,1
2TS3,3TX2,20,10/5/18,1
2TS3,K9F9,14,11/14/18,1
2TS3,KISM,18,10/18/18,1
2TS3,KPRX,3,12/9/18,1
2TS3,OK96,3,6/9/18,1
2TS3,TX11,14,10/17/18,1
2TS3,TX24,0,12/9/18,1
2TS3,XS22,21,10/26/18,1
2TS6,KF41,19,12/9/18,1
2TX0,K60R,17,11/14/18,1
2TX0,TA80,22,11/20/18,1
2TX1,XS86,22,12/9/18,1
2TX7,61TE,22,9/12/18,1
2VA1,3VA3,0,8/12/18,1
2VA2,1VA9,16,8/12/18,1
2VA5,KDAA,16,12/13/18,1
2VA6,ME20,14,8/12/18,1
2VA9,51PA,15,6/9/18,1
2VG7,51VA,19,7/8/18,1
2VG7,78VA,19,12/26/18,1
2VG7,VG12,18,8/1/18,1
2WA1,K74S,23,11/10/18,1
2WA1,KFHR,18,10/18/18,1
2WA1,KRNT,23,7/22/18,1
2WA1,WN21,23,7/1/18,1
2WA3,KPAE,1,6/27/18,1
2WI4,35WI,13,8/12/18,1
2WN2,9IN3,12,6/9/18,1
2WN6,WI55,15,7/25/18,1
2WN7,0WI7,22,12/13/18,1
2WN7,2WN8,18,7/8/18,1
2WN7,KMIC,16,8/12/18,1
2WN7,KPWK,23,7/24/18,1
2WN8,16CO,14,11/11/18,1
2WN8,KIXD,23,7/24/18,1
2WN9,WA97,18,8/1/18,1
2XA5,TA17,14,6/9/18,1
2XS3,KDAL,19,11/14/18,1
2XS4,OK59,22,10/5/18,1
2XS5,7TS2,20,12/9/18,1
2XS5,K1T7,13,6/28/18,1
2XS6,KHOU,23,8/17/18,1
30AZ,KP19,22,12/13/18,1
30GA,43TS,21,12/13/18,1
30GA,AL16,21,12/13/18,1
30IS,6IL0,21,8/1/18,1
30IS,7IL6,18,12/24/18,1
30IS,IS47,23,7/8/18,1
30MI,K3CK,18,7/8/18,1
30MI,KLWA,16,8/12/18,1
30PA,3PA9,19,6/11/18,1
30TA,40XS,23,9/18/18,1
30TA,4TE9,22,7/11/18,1
30XS,KLBB,21,11/14/18,1
31MA,MA44,12,7/8/18,1
31TA,7TS4,18,6/9/18,1
31TA,98TS,13,6/11/18,1
31TA,TX24,19,9/19/18,1
31TX,KDAL,13,10/2/18,1
31VA,KPVG,16,8/1/18,1
32CL,KTVL,22,8/17/18,1
32FA,FL77,19,10/17/18,1
32II,10IN,0,12/13/18,1
32MO,KBLV,13,7/25/18,1
32PN,55OI,13,10/5/18,1
32TE,6TX7,14,11/14/18,1
33CA,NM25,13,10/10/18,1
33CL,KPRB,18,10/5/18,1
33CL,KSBP,21,12/13/18,1
33FD,KX60,14,6/9/18,1
33FL,KUGN,14,12/10/18,1
33OH,6OI5,12,10/17/18,1
33OH,75OI,15,9/19/18,1
33OH,82OI,0,10/18/18,1
33OH,92MI,11,7/8/18,1
33OH,K4I9,12,6/18/18,1
33OH,KFNT,11,6/18/18,1
33OH,KMRT,14,10/18/18,2
33OH,KOSU,0,8/12/18,2
33OH,KPWK,3,9/7/18,1
33OH,OA51,12,9/19/18,1
33OH,OH17,23,6/28/18,1
33OH,OH44,12,9/19/18,2
33OH,OH57,12,10/2/18,5
33OH,OI12,17,8/12/18,5
33OH,OI85,20,6/28/18,6
33OK,0OK3,23,6/4/18,1
33OR,6OR8,17,11/14/18,1
33OR,KPAO,17,8/12/18,1
33TA,KIWS,17,10/18/18,1
33VA,71NC,12,10/17/18,1
34AK,PAWS,16,12/24/18,1
34AZ,2AZ7,15,9/7/18,1
34AZ,KCHD,3,10/18/18,2
34FD,FD90,23,10/17/18,1
34FD,KX50,15,8/12/18,1
34II,K2R2,18,10/18/18,1
34II,KBAK,19,12/9/18,1
34IS,KPWK,3,6/18/18,1
34MI,14MI,11,6/12/18,1
34MI,38MI,19,12/11/18,1
34MI,KMMU,14,7/8/18,1
34MI,KPWK,23,12/24/18,2
34PA,KGAI,18,12/13/18,1
34PN,KAPA,12,12/6/18,1
34TA,KTKI,23,10/1/18,1
34WI,K93C,19,12/9/18,1
34WI,KLNR,18,8/12/18,2
34XS,KO47,17,6/18/18,1
34XS,KPTK,18,6/18/18,1
34XS,KRCK,19,8/17/18,1
34XS,TX11,11,7/8/18,1
35AR,38AR,21,10/2/18,1
35CN,KMYV,18,6/28/18,1
35FA,5FD7,13,8/12/18,1
35II,KC73,10,6/18/18,1
35MI,K13C,16,12/24/18,1
35NY,KBQR,20,6/12/18,1
35TX,KSAF,13,9/11/18,1
36AL,49FD,17,7/8/18,1
36AL,K11A,12,6/18/18,1
36AL,KPDK,22,12/6/18,1
36AZ,KFFZ,20,10/18/18,1
36II,KCOS,20,6/27/18,1
36II,KEYE,23,12/11/18,1
36IN,IL78,13,8/1/18,1
36MI,MI02,13,8/13/18,1
36NC,00VA,15,12/26/18,1
36OK,KO47,0,8/12/18,1
37AZ,29AZ,22,12/9/18,1
37CA,KF70,17,12/13/18,1
37CA,KSEE,23,12/3/18,1
37CL,KHMT,16,9/7/18,1
37MI,K29M,16,10/5/18,1
37MN,KFCM,20,11/14/18,1
37MO,KLWC,13,10/18/18,1
37WI,KC29,20,8/1/18,1
37XS,KDAL,17,6/27/18,1
38CL,18CL,18,8/12/18,1
38IN,2IN6,15,8/1/18,1
38IN,57II,19,12/26/18,1
38IN,9IS2,13,8/1/18,1
38IN,IN60,15,12/24/18,1
38IN,K5I4,20,8/13/18,1
38IN,K6I4,17,12/26/18,2
38IN,KSBN,18,8/13/18,1
38IN,MO10,15,8/12/18,1
38MO,K1H0,18,9/19/18,1
38PA,KDYL,23,6/4/18,1
38WA,1WA9,19,6/12/18,1
38WA,KBFI,0,9/7/18,3
38WA,KRNT,23,11/20/18,1
39FA,FL48,22,8/12/18,1
39FA,KX35,0,10/5/18,1
39FD,KBCT,17,12/24/18,1
39FD,KLCQ,17,12/24/18,1
39II,KC62,19,12/9/18,1
39PA,0PA0,16,6/9/18,1
39PA,28PA,18,6/11/18,1
39PA,KDYL,17,8/12/18,1
39WA,K3W7,21,10/18/18,1
39WA,KDLS,7,6/27/18,1
39WI,KLNR,14,6/11/18,2
3AK2,AK17,20,7/25/18,1
3AK5,PAEN,23,9/21/18,1
3AK9,PABV,0,6/18/18,1
3AZ2,34AZ,15,9/7/18,1
3AZ2,KCHD,21,10/2/18,1
3CL2,CN42,22,7/14/18,1
3CL2,KSMF,17,9/7/18,1
3CO2,K4V1,19,12/9/18,1
3CO2,KAPA,12,8/12/18,1
3CO2,KLAR,13,5/21/18,1
3FL8,5FL8,19,9/19/18,1
3GE9,GA67,17,12/26/18,1
3II5,8IS5,16,10/18/18,1
3IL1,6LL6,18,10/5/18,1
3IL2,84IL,21,10/2/18,1
3IL2,IL95,15,6/28/18,1
3IL2,K3CK,14,8/12/18,1
3IL2,KIGQ,23,8/11/18,1
3IL2,KSUE,13,6/28/18,1
3IL7,KDPA,23,10/8/18,1
3IN2,KLAF,21,7/8/18,1
3IN2,KMSN,10,9/19/18,1
3IN3,IN70,16,9/19/18,1
3IN3,IN86,14,12/24/18,1
3IN3,KARR,14,8/12/18,1
3IN3,KDPA,23,11/13/18,1
3IN3,KLOT,23,7/6/18,1
3IN3,KMGC,15,8/12/18,1
3IN7,8TX7,18,12/9/18,1
3IN7,KBMG,15,12/9/18,1
3IN7,KCPS,19,8/13/18,1
3IN7,KMDW,12,10/17/18,1
3IN7,KMIA,20,8/13/18,1
3IN7,KOMA,20,12/24/18,1
3KS1,KFLV,2,10/17/18,1
3LL1,KSTL,20,8/1/18,2
3LL1,KSUS,22,10/18/18,1
3LL4,KLOT,21,11/14/18,1
3LL5,K06C,21,12/24/18,1
3LL5,KARR,22,10/2/18,1
3LL6,7LL9,16,8/1/18,1
3MA2,5MA9,16,8/13/18,1
3MA5,KMVY,18,10/18/18,1
3MD4,02MD,16,8/12/18,1
3MD4,CYTZ,19,6/12/18,1
3MD4,KESN,13,7/8/18,1
3MD4,KGAI,18,7/8/18,1
3MD4,KJYO,17,9/7/18,1
3MD4,KLOM,16,6/28/18,1
3MD4,MD22,19,7/8/18,1
3MD6,KCUB,15,10/5/18,1
3MD9,4VG2,14,11/14/18,1
3MN9,K12Y,19,8/12/18,1
3MN9,KFCM,20,10/18/18,1
3MO2,KCPS,19,12/9/18,1
3MO2,KSUS,17,12/9/18,3
3NC3,KHFF,22,9/7/18,1
3NC4,KRDU,23,12/25/18,1
3NJ1,NJ46,0,7/25/18,1
3NJ5,KTTN,14,10/17/18,1
3NJ9,KBED,11,8/13/18,1
3NR3,85NC,5,11/28/18,1
3NY9,88NY,19,10/18/18,1
3NY9,8NK4,15,7/8/18,1
3OH5,KAGC,15,7/8/18,1
3OK0,43TS,14,9/19/18,1
3OK0,KCGC,10,6/27/18,1
3OK5,01OK,16,12/9/18,1
3OK8,0OK9,0,11/14/18,1
3OK8,1OK0,22,9/17/18,1
3OK8,K3F7,20,10/17/18,1
3OK8,KEDC,15,10/2/18,1
3OK8,KOKC,18,8/1/18,1
3PA0,CT96,14,7/8/18,1
3PA0,K9D4,11,7/8/18,1
3PA1,1PA9,23,10/4/18,1
3PA1,61NJ,19,12/9/18,1
3PA1,6PN9,17,8/12/18,1
3PA1,KOKV,11,10/17/18,1
3PA1,MD62,18,7/8/18,2
3PA8,9PA2,17,6/12/18,1
3PA8,KN57,19,12/9/18,3
3PA9,KDYL,12,12/26/18,1
3PN9,3PS4,15,12/9/18,1
3PN9,KHPN,18,12/9/18,1
3PN9,KLOM,22,11/20/18,2
3PS4,KFWQ,14,10/5/18,1
3PS9,NY15,12,10/5/18,1
3TA7,KAFW,18,12/13/18,1
3TE0,KT51,23,10/26/18,1
3TE0,KTUL,23,6/27/18,1
3TE1,KSGR,23,7/30/18,1
3TN9,KJWN,22,9/19/18,1
3TS5,21XS,23,6/4/18,1
3TX2,KAFW,13,8/1/18,2
3TX9,59TX,23,11/10/18,1
3TX9,6TS1,19,5/30/18,1
3TX9,86TA,15,12/11/18,1
3TX9,8TS5,20,6/18/18,1
3TX9,KFWS,23,9/18/18,1
3TX9,KHYI,16,8/12/18,1
3TX9,KLBB,21,10/5/18,1
3TX9,KSLR,15,7/25/18,1
3VA2,KHEF,23,6/4/18,1
3VA2,PA73,12,12/24/18,1
3VA2,WI46,18,6/2/18,1
3VA3,79NC,16,10/5/18,1
3VA3,VA81,13,9/19/18,1
3VA5,3VA7,15,6/9/18,1
3VA5,KJYO,17,6/9/18,1
3VA7,2PA6,14,8/12/18,1
3VA7,51VA,18,6/9/18,1
3VA7,KHEF,16,8/1/18,1
3VA7,KJYO,19,12/26/18,2
3VA7,KLFI,19,8/12/18,1
3VA7,KSMQ,23,12/23/18,1
3VA7,VA71,17,6/28/18,1
3VA8,NC42,16,8/17/18,1
3VG3,4VG2,18,9/7/18,1
3VG9,KANP,11,6/18/18,1
3VG9,VA12,15,12/26/18,1
3WA0,85WA,21,10/2/18,1
3WA0,KBLI,17,9/7/18,1
3WA0,KPLU,22,6/11/18,1
3WA9,K80T,21,6/12/18,1
3WA9,KPAE,0,9/7/18,1
3WI0,K06C,19,7/8/18,1
3WI1,0WI5,17,8/12/18,1
3WN7,1WI8,15,7/8/18,1
3WN7,KC29,16,7/8/18,1
3XA1,KDTO,3,8/1/18,1
3XA8,TE12,16,7/14/18,1
40AK,PASX,1,10/18/18,1
40AZ,KCHD,23,11/20/18,1
40AZ,KGYR,23,11/15/18,1
40FL,KBOW,13,11/14/18,1
40OK,1OK0,19,10/17/18,1
40OK,K2K9,21,7/24/18,1
40OK,KAMA,21,11/14/18,1
40OK,KCUH,20,10/18/18,1
40PN,K4B8,16,9/7/18,1
40TE,31TA,14,9/19/18,1
40TE,KGKY,19,12/9/18,1
40XS,KHYI,14,9/19/18,1
40XS,MO00,20,12/11/18,1
41IL,KLOT,20,8/13/18,1
41IS,KSUS,18,12/9/18,1
41KS,51LS,20,10/18/18,1
41KS,KFXE,19,12/26/18,1
41NC,NC25,12,6/18/18,1
41NK,KGDM,17,7/8/18,1
41TN,0TN5,22,9/19/18,2
41TN,9TN9,21,9/19/18,1
41TN,KSRB,23,5/21/18,1
41TX,KDTO,15,12/24/18,1
41TX,KTKI,23,12/13/18,1
41WI,KUES,20,12/13/18,1
42AZ,18AZ,16,8/12/18,1
42AZ,2AZ7,18,8/12/18,1
42AZ,KDVT,13,11/14/18,4
42AZ,KPRC,17,12/13/18,1
42II,IN84,15,7/25/18,1
42MI,K9D9,17,12/9/18,1
42MI,KARB,22,9/19/18,1
42MI,KFNT,22,12/9/18,1
42MN,6MN9,18,8/12/18,1
42MN,KLVN,0,8/13/18,1
42MN,KSTP,16,12/9/18,1
42MN,MY52,22,8/12/18,1
42OH,KFKL,21,12/9/18,1
42WA,86WA,19,8/12/18,1
43PA,KFDK,15,9/19/18,1
43TS,KPRX,17,6/11/18,1
43TS,KSLR,21,12/13/18,1
43TS,TA57,18,12/9/18,1
44AK,PANC,23,7/1/18,2
44CL,KCCR,22,12/13/18,1
44IS,KFWA,16,12/24/18,1
44MI,K12Y,20,10/2/18,1
44MU,02MU,23,9/17/18,1
44TX,97TS,20,9/7/18,1
45II,K08C,20,12/9/18,1
45MO,KK39,12,6/12/18,1
45TX,KMWL,13,8/1/18,1
45TX,KSEP,22,9/19/18,1
46CN,6CA8,16,7/16/18,1
46CN,8CA0,22,8/1/18,1
46IN,LL40,17,8/12/18,1
46MI,KARB,16,8/12/18,1
46MO,K1H0,21,10/18/18,1
46MO,KALN,23,7/11/18,1
46TX,2TS6,23,10/4/18,1
46TX,KIWS,20,8/1/18,1
47AK,0AK7,23,9/12/18,1
47AK,PABV,23,7/25/18,1
47CO,CO48,20,12/9/18,1
47CO,KBJC,1,9/19/18,1
47CO,KCOS,17,8/12/18,1
47CO,KFNL,19,7/8/18,1
47CO,KGXY,20,9/19/18,1
47CO,KLMO,19,6/12/18,1
47WI,56IL,14,8/12/18,1
47XS,OK31,19,6/28/18,1
48AK,PANC,0,6/11/18,1
48AZ,KAVQ,23,12/23/18,1
48AZ,KTUS,19,12/24/18,1
48IS,KPHL,10,7/25/18,1
48TS,84XS,0,12/26/18,1
48VA,K0W3,16,12/9/18,1
49CN,CA60,17,5/27/18,1
49CN,KOAK,23,7/17/18,1
49FD,K0J6,19,7/8/18,1
49FD,KCXU,19,10/17/18,1
49FD,KTLH,19,12/11/18,1
49II,KRZL,19,6/9/18,1
49KS,SN04,17,12/24/18,1
49NY,KFOK,18,12/9/18,1
49NY,KFRG,20,12/11/18,1
49NY,KMMU,0,6/18/18,1
49WA,KPLU,21,9/7/18,1
49WI,34WI,18,8/12/18,1
4AL9,K1A9,12,12/13/18,1
4AL9,KMGM,18,10/18/18,1
4AR7,KFYV,18,12/24/18,1
4CA2,KHWD,19,10/5/18,2
4CA2,KMFR,14,8/1/18,1
4CA2,KRHV,18,7/8/18,2
4CA2,KSFO,19,10/5/18,1
4CA7,CL36,23,8/11/18,1
4CA7,KCCR,23,11/13/18,1
4CA7,KSJC,20,6/12/18,1
4CA8,KTCY,18,8/1/18,1
4CL4,27CA,17,11/13/18,1
4CL4,KCHD,16,12/13/18,1
4CL4,KTUS,14,9/7/18,1
4CO0,9CO9,18,7/5/18,1
4CO0,KAPA,20,9/7/18,1
4CO2,CO53,21,8/12/18,2
4CO2,KAPA,19,8/12/18,1
4CO2,KBJC,21,12/24/18,1
4FD3,FA30,15,7/8/18,1
4FL1,KOPF,12,10/5/18,1
4FL2,FA18,11,8/12/18,1
4FL8,03FA,19,12/13/18,1
4FL8,67FL,19,12/11/18,1
4FL8,KAVO,13,12/13/18,1
4FL9,58FD,20,11/14/18,1
4FL9,KISM,19,12/13/18,3
4FL9,KSFB,17,10/18/18,1
4GA0,KJWN,16,12/13/18,1
4GA6,KDFW,22,12/12/18,1
4GA9,KDCU,16,12/24/18,1
4GE3,KEZM,12,10/18/18,1
4II0,KCFJ,19,12/24/18,1
4II0,KTYQ,21,12/9/18,1
4II2,34II,16,10/18/18,1
4II2,47II,21,7/27/18,1
4II2,57IS,20,9/16/18,1
4II2,AL18,17,10/3/18,1
4II2,KBAF,20,10/18/18,1
4II2,KLGB,19,12/13/18,1
4II2,KMTN,21,10/18/18,1
4II2,KSDL,20,11/20/18,1
4II2,VA94,11,10/2/18,1
4II4,OH17,16,10/2/18,1
4II7,K5I4,18,12/26/18,1
4II7,K6I4,15,9/19/18,2
4II7,KLAF,0,8/12/18,1
4IL3,13IA,18,6/28/18,1
4IN4,IN60,20,6/18/18,1
4IN7,1IN6,22,8/1/18,1
4IN8,K5I4,23,9/20/18,1
4IN9,KOXC,18,12/13/18,1
4IS5,0LL1,18,6/12/18,1
4IS6,KRWN,22,6/12/18,1
4IS8,8LL2,22,12/26/18,1
4IS8,KPWK,15,12/26/18,1
4LA9,KISM,16,10/2/18,1
4LL8,KDPA,16,9/19/18,1
4LL9,KSTL,12,8/1/18,1
4MD0,4VG2,14,7/8/18,1
4MD0,K2W6,11,10/5/18,1
4MD0,KN14,23,7/14/18,1
4MD6,KMTN,15,8/12/18,1
4MD7,KW05,15,10/5/18,1
4MD8,PN17,16,12/11/18,1
4MI0,75MI,21,9/7/18,2
4MI0,K1C5,12,10/5/18,1
4MI0,MI50,12,9/7/18,1
4MI1,KFNT,3,10/18/18,1
4MI1,KPTK,23,12/10/18,1
4MI3,64IN,12,8/12/18,1
4MI3,76MI,18,8/13/18,1
4MI3,K35D,20,11/14/18,1
4MI4,KPWK,11,8/1/18,1
4MO0,KMCI,18,12/9/18,1
4MO4,4MO8,17,8/1/18,1
4MO4,KBUM,17,6/30/18,1
4MO4,KMKC,0,6/27/18,2
4MO6,KM71,22,8/12/18,1
4MO8,62MO,23,7/11/18,1
4MO8,KSLR,14,8/13/18,1
4NC7,KBUY,13,10/2/18,1
4NC7,KCKB,15,8/1/18,1
4NC7,KRDU,23,12/3/18,2
4NJ8,5PA8,12,10/5/18,1
4NJ8,88PA,20,10/5/18,1
4NJ8,CYQG,13,8/1/18,1
4NJ8,K1B2,14,6/11/18,1
4NJ8,KCDW,16,6/11/18,1
4NJ8,KDYL,15,9/19/18,1
4NJ8,KMMU,18,6/9/18,1
4NJ8,KN51,14,9/19/18,1
4NJ8,KN87,23,5/21/18,1
4NJ8,KOWD,14,12/9/18,1
4NJ8,KSMQ,15,10/18/18,4
4NK1,KFZY,14,8/12/18,1
4NK5,KBUF,15,10/5/18,1
4NK6,KK16,16,10/5/18,1
4NY1,KLDJ,23,9/20/18,1
4OH3,1PN1,20,12/9/18,1
4OH3,22FA,15,12/9/18,1
4OH3,OH17,18,10/2/18,1
4OL3,4TX8,22,10/2/18,1
4OR4,K6K5,19,12/6/18,1
4OR4,KSJC,17,12/9/18,1
4OR4,OR47,5,8/12/18,1
4OR4,OR56,18,9/7/18,1
4PA0,2PA6,16,6/11/18,1
4PA8,23PA,14,12/9/18,1
4PA8,KDYL,18,12/9/18,1
4PS4,KIAD,17,10/18/18,1
4PS4,KOQN,17,7/8/18,1
4PS6,KZER,18,12/9/18,1
4PS7,KCDW,21,6/28/18,1
4PS7,KENW,14,8/12/18,1
4PS7,KTEB,18,9/19/18,1
4TA4,TE55,20,6/28/18,1
4TE9,7TA0,20,7/25/18,1
4TS7,KRYW,17,10/5/18,1
4TX3,K4O4,19,10/2/18,1
4TX6,KADS,13,6/11/18,2
4TX6,KHYI,14,7/25/18,1
4TX6,XA32,14,6/11/18,1
4TX7,KPYX,20,8/1/18,1
4TX8,54OK,21,11/13/18,1
4TX8,6LA5,17,10/18/18,1
4TX8,KDTO,23,6/27/18,1
4TX8,KGLE,23,10/10/18,1
4TX8,OH39,8,10/17/18,1
4TX8,TX94,17,7/25/18,1
4TX8,XA00,17,11/14/18,1
4TX8,XA10,20,11/14/18,1
4VA1,KFDK,18,7/8/18,1
4VA3,7NC6,6,6/27/18,1
4VA4,KHEF,1,10/2/18,1
4VA4,VA67,19,11/14/18,1
4VA8,KTEB,10,7/8/18,1
4VA9,29VA,18,12/26/18,1
4VA9,78VA,22,6/4/18,1
4VA9,KHGR,14,10/18/18,1
4VA9,KJYO,16,12/26/18,1
4VG2,11VG,17,7/8/18,1
4WA0,KS40,16,8/1/18,1
4WA2,KTIW,0,6/9/18,1
4WA4,KBLI,20,8/12/18,2
4WA9,9WA7,14,8/12/18,1
4WA9,KAWO,20,12/9/18,1
4WA9,KBFI,23,12/3/18,1
4WA9,KKLS,20,7/8/18,1
4WA9,KPAE,2,8/12/18,1
4WA9,KPWT,23,9/18/18,1
4WA9,KS50,2,8/12/18,1
4WA9,KSKA,21,6/27/18,1
4WA9,KTIW,0,10/5/18,2
4WA9,WA05,2,8/1/18,1
4WI1,WS96,19,12/26/18,1
4WI6,KBJC,21,11/15/18,1
4WI6,KGRB,17,12/9/18,1
4WI6,KLBF,10,6/12/18,1
4WN5,KFCM,16,9/7/18,1
4XA3,19TX,23,12/10/18,1
4XS0,TE55,16,10/26/18,1
4XS9,06TE,21,10/2/18,1
50IL,KPWK,16,8/12/18,1
50NM,KLMO,18,10/5/18,1
50TA,7TS2,20,12/9/18,1
50WA,4WA9,22,8/1/18,1
50WA,KTIW,15,8/13/18,1
51AK,PAMR,23,6/10/18,1
51CA,2AZ7,16,6/9/18,1
51FD,KBOW,19,12/11/18,1
51FD,KX13,22,6/30/18,1
51IL,KUGN,22,6/27/18,1
51NE,8IA9,18,8/12/18,1
51PA,5PN5,17,7/8/18,1
51TE,KAFW,19,12/24/18,1
51WI,4WI2,22,6/27/18,1
51WI,52WI,14,7/25/18,1
51WI,64WI,17,8/13/18,1
51WI,8WI6,15,6/28/18,1
51WI,9WN1,18,8/13/18,1
51WI,KFLD,21,9/16/18,1
51WI,KOSU,18,7/25/18,1
51WI,KPCZ,21,9/7/18,1
52CL,KFUL,18,12/9/18,1
52CL,KTOA,15,7/25/18,1
52CL,KWHP,19,8/12/18,1
52CN,KLHM,15,7/8/18,1
52FA,KPIE,14,12/13/18,1
52OR,KHIO,23,11/13/18,1
52OR,KTTD,3,12/9/18,1
52TA,KADS,18,10/17/18,1
52TA,KTKI,1,12/24/18,1
52WI,KAUW,18,10/18/18,1
53AK,PANC,22,11/14/18,2
53II,22IN,15,12/24/18,1
53IN,K1H0,13,9/19/18,1
53IN,KPUB,11,6/11/18,1
53OK,K2O8,19,12/9/18,1
53TX,KAUS,0,8/12/18,1
53TX,KERV,23,7/25/18,1
53VA,3VA3,14,9/19/18,1
54CN,CN19,14,10/18/18,1
54CN,KEDU,2,6/9/18,1
54CN,KWJF,0,9/19/18,1
54KS,KIXD,14,8/12/18,1
54KS,KMKC,14,10/18/18,1
54ME,CT51,19,7/8/18,1
54ME,KTAN,20,10/5/18,1
54MI,42MI,21,9/7/18,1
54MN,KFCM,19,12/9/18,3
54MN,KMIC,21,12/24/18,2
54OK,KGKY,23,9/18/18,1
54TX,TE12,23,7/14/18,1
55IS,96IS,21,12/9/18,1
55ME,KCDW,16,8/12/18,1
55MN,2MY4,18,6/12/18,1
55MN,KGYL,14,7/8/18,1
55MN,KMIC,19,7/8/18,1
55MN,MN69,23,10/15/18,1
55MO,KSUS,15,8/1/18,1
55NM,K1N1,15,8/1/18,1
55NM,KFDR,19,8/13/18,1
55PA,9PA2,19,10/5/18,1
55PA,9PA3,14,6/9/18,1
55PA,PS12,15,11/14/18,1
